#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D813
#Date Time: 2023-06-13 10:33:59.936
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-9.539570164348926e-07,0.006785346088849456,0.01363137466184692
-9.43957016434891e-07,0.00778732938988516,-0.001251413916186876
-9.339570164348894e-07,0.008455318257241384,0.03967625467338406
-9.239570164348946e-07,0.0064513516551718,-0.008692808205181778
-9.13957016434893e-07,0.004781379486778049,0.01735207180635537
-9.039570164348914e-07,0.005783362787813752,0.01363137466184692
-8.939570164348898e-07,0.008455318257242295,-0.004972111060695325
-8.839570164348949e-07,0.0064513516551718,0.03967625467338576
-8.739570164348933e-07,0.006451351655170888,-0.01613420249422067
-8.639570164348917e-07,0.006451351655170888,0.03595555752889761
-8.539570164348901e-07,0.004113390619420913,0.01735207180635537
-8.439570164348885e-07,0.005783362787814207,-0.01613420249420037
-8.339570164348937e-07,0.006785346088849456,0.02851416323988071
-8.239570164348921e-07,0.00611735722149232,0.002469283228321573
-8.139570164348905e-07,0.00611735722149232,0.01735207180635537
-8.039570164348889e-07,0.004781379486778504,-0.008692808205200389
-7.939570164348941e-07,0.005783362787813297,-0.00125141391619026
-7.839570164348925e-07,0.006451351655170888,0.01735207180635537
-7.739570164348909e-07,0.005115373920456617,-0.008692808205203774
-7.639570164348893e-07,0.005115373920456465,0.02479346609537396
-7.539570164348945e-07,0.004781379486778201,0.02851416323987902
-7.439570164348929e-07,0.006785346088849456,-0.01613420249422067
-7.339570164348913e-07,0.008121323823563727,0.03223486038438916
-7.239570164348897e-07,0.005783362787813752,-0.01613420249422067
-7.139570164348949e-07,0.006117357221492169,0.0210727689508469
-7.039570164348933e-07,0.005115373920456617,0.002469283228321573
-6.939570164348917e-07,0.006451351655170888,-0.001251413916186876
-6.839570164348901e-07,0.006451351655170888,0.02851416323988071
-6.739570164348885e-07,0.005115373920456768,-0.001251413916175032
-6.639570164348937e-07,0.005449368354135184,0.02479346609537227
-6.539570164348921e-07,0.005115373920456617,0.02107276895086382
-6.439570164348905e-07,0.005449368354135184,-0.03101699107225447
-6.339570164348889e-07,0.00611735722149232,0.03595555752888238
-6.23957016434894e-07,0.00611735722149232,0.002469283228336804
-6.139570164348924e-07,0.004447385053099481,0.03223486038438916
-6.039570164348908e-07,0.004447385053099481,0.006189980372830022
-5.939570164348892e-07,0.004781379486779264,0.006189980372830022
-5.839570164348944e-07,0.007453334956205377,0.006189980372830022
-5.739570164348928e-07,0.004113390619420913,0.006189980372830022
-5.639570164348912e-07,0.006451351655170888,0.02851416323988071
-5.539570164348896e-07,0.005783362787813752,0.00991067751733847
-5.439570164348948e-07,0.007453334956205832,-0.01241350534970207
-5.339570164348932e-07,0.00611735722149232,0.03223486038438916
-5.239570164348916e-07,0.005783362787813752,0.00991067751733847
-5.1395701643489e-07,0.005449368354135184,0.03223486038438916
-5.039570164348884e-07,0.006117357221492472,0.01735207180634691
-4.939570164348936e-07,0.006451351655170888,-0.001251413916186876
-4.83957016434892e-07,0.006451351655170888,0.04339695181791451
-4.739570164348904e-07,0.005449368354135184,-0.01613420249422067
-4.639570164348888e-07,0.006117357221492017,0.03595555752889423
-4.53957016434894e-07,0.005449368354135184,0.02851416323988071
-4.439570164348924e-07,0.00611735722149232,-0.001251413916186876
-4.339570164348908e-07,0.005449368354135184,0.03595555752889761
-4.239570164348892e-07,0.005449368354135336,-0.004972111060671637
-4.139570164348944e-07,0.0057833627878136,0.04711764896239927
-4.039570164348928e-07,0.005449368354135184,0.01735207180635537
-3.939570164348912e-07,0.006451351655170888,-0.01613420249422067
-3.839570164348896e-07,0.005449368354135184,0.03967625467340606
-3.739570164348947e-07,0.0057833627878136,-0.001251413916168266
-3.639570164348931e-07,0.00611735722149232,0.03595555752889761
-3.539570164348915e-07,0.00611735722149232,0.006189980372830022
-3.439570164348899e-07,0.007453334956206592,-0.004972111060695325
-3.339570164348883e-07,0.005783362787813904,0.0322348603843807
-3.239570164348935e-07,0.00611735722149232,0.01363137466184692
-3.139570164348919e-07,0.003779396185742345,0.02851416323988071
-3.039570164348903e-07,0.005449368354135184,0.01363137466184692
-2.939570164348887e-07,0.007119340522527873,-0.008692808205181778
-2.839570164348939e-07,0.006785346088849456,0.03967625467340606
-2.739570164348923e-07,0.005783362787813752,-0.004972111060695325
-2.639570164348907e-07,0.005783362787813752,0.03223486038438916
-2.539570164348891e-07,0.006785346088849152,0.02479346609536042
-2.439570164348943e-07,0.006117357221492624,-0.001251413916175032
-2.339570164348927e-07,0.007453334956206592,0.03595555752889761
-2.239570164348911e-07,0.006785346088849456,-0.008692808205203774
-2.139570164348895e-07,0.005783362787813752,0.01735207180635537
-2.039570164348947e-07,0.004781379486778504,0.02851416323987564
-1.939570164348931e-07,0.006785346088849456,-0.001251413916186876
-1.839570164348915e-07,0.00611735722149232,0.04339695181791451
-1.739570164348899e-07,0.005783362787813752,-0.008692808205203774
-1.639570164348951e-07,0.005449368354135336,0.01363137466183677
-1.539570164348935e-07,0.004781379486778049,0.02479346609537227
-1.439570164348919e-07,0.007453334956206592,0.01363137466184692
-1.339570164348903e-07,0.007453334956206592,0.02479346609537227
