#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D813
#Date Time: 2023-06-13 15:27:24.820
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-9.570652173912996e-07,0.008121323823563727,-0.001251413916186876
-9.47065217391298e-07,0.008789312690920863,0.05827974039594831
-9.370652173912964e-07,0.007787329389886223,0.002469283228328341
-9.270652173913016e-07,0.01012529042563407,0.0173520718063486
-9.170652173913e-07,0.00778732938988516,0.05083834610693141
-9.070652173912984e-07,0.007453334956206592,-0.004972111060695325
-8.970652173912968e-07,0.008455318257242295,0.02851416323988071
-8.87065217391302e-07,0.007119340522528632,0.02479346609537396
-8.770652173913004e-07,0.009123307124599432,0.01363137466184692
-8.670652173912988e-07,0.007453334956206592,0.04711764896242296
-8.570652173912972e-07,0.008789312690920863,-0.008692808205203774
-8.470652173912956e-07,0.008789312690920406,0.02851416323987056
-8.370652173913008e-07,0.00778732938988516,0.006189980372830022
-8.270652173912992e-07,0.008789312690920863,0.02479346609537227
-8.170652173912976e-07,0.009123307124599432,0.03595555752889761
-8.07065217391296e-07,0.006785346088850519,-0.001251413916175032
-7.970652173913012e-07,0.009123307124598369,0.02479346609536042
-7.870652173912996e-07,0.007119340522528024,-0.001251413916186876
-7.77065217391298e-07,0.00778732938988516,0.02479346609537227
-7.670652173912964e-07,0.006785346088849759,0.04339695181789082
-7.570652173913015e-07,0.007453334956206288,-0.008692808205180085
-7.470652173912999e-07,0.007453334956206592,0.05827974039594831
-7.370652173912983e-07,0.005783362787813752,0.02479346609537227
-7.270652173912967e-07,0.006785346088849456,0.01735207180635537
-7.170652173913019e-07,0.006117357221492624,0.04339695181790267
-7.070652173913003e-07,0.007119340522528024,-0.004972111060695325
-6.970652173912987e-07,0.007453334956206592,0.05083834610693141
-6.870652173912971e-07,0.006451351655170888,0.01735207180635537
-6.770652173912955e-07,0.005783362787813904,0.006189980372850326
-6.670652173913007e-07,0.00611735722149232,0.05083834610693141
-6.570652173912991e-07,0.00778732938988516,0.002469283228321573
-6.470652173912975e-07,0.006451351655170888,0.04711764896242296
-6.370652173912959e-07,0.005449368354135184,0.002469283228330032
-6.270652173913011e-07,0.005449368354135184,0.02107276895085536
-6.170652173912995e-07,0.007453334956206592,0.02479346609537227
-6.070652173912979e-07,0.004781379486778049,-0.008692808205203774
-5.970652173912963e-07,0.006451351655170433,0.0508383461069128
-5.870652173913015e-07,0.00544936835413564,0.00991067751735708
-5.770652173912999e-07,0.007119340522528024,-0.001251413916186876
-5.670652173912983e-07,0.007453334956206592,0.02851416323988071
-5.570652173912967e-07,0.006451351655170888,-0.01241350534971222
-5.470652173913019e-07,0.007787329389884553,0.03967625467338237
-5.370652173913003e-07,0.005449368354135184,-0.004972111060695325
-5.270652173912987e-07,0.006451351655170888,0.002469283228321573
-5.170652173912971e-07,0.007453334956206592,0.04339695181791451
-5.070652173912955e-07,0.006451351655170736,-0.01613420249420037
-4.970652173913006e-07,0.00611735722149232,0.02851416323988071
-4.87065217391299e-07,0.004781379486778049,-0.004972111060695325
-4.770652173912974e-07,0.006451351655170888,0.02107276895086382
-4.670652173912958e-07,0.005783362787813904,0.03223486038436547
-4.57065217391301e-07,0.00611735722149232,-0.01985489963872912
-4.470652173912994e-07,0.005115373920456617,0.03967625467340606
-4.370652173912978e-07,0.005449368354135184,-0.008692808205203774
-4.270652173912962e-07,0.006785346088849152,0.002469283228333416
-4.170652173913014e-07,0.006117357221492624,0.02851416323986887
-4.070652173912998e-07,0.003445401752063777,-0.02357559678323757
-3.970652173912982e-07,0.005449368354135184,0.02479346609537227
-3.870652173912966e-07,0.004781379486778049,0.002469283228321573
-3.770652173913018e-07,0.004781379486778049,-0.004972111060691941
-3.670652173913002e-07,0.006451351655170888,0.02851416323988071
-3.570652173912986e-07,0.007119340522528024,-0.02729629392774602
-3.47065217391297e-07,0.005115373920456617,0.03223486038438916
-3.370652173912954e-07,0.005115373920456617,-0.01613420249420714
-3.270652173913006e-07,0.005115373920456617,0.01363137466184692
-3.17065217391299e-07,0.00778732938988516,0.02107276895086382
-3.070652173912974e-07,0.006785346088849456,-0.01985489963872912
-2.970652173912958e-07,0.007119340522526506,0.01363137466184015
-2.87065217391301e-07,0.003779396185742345,-0.001251413916186876
-2.770652173912994e-07,0.00611735722149232,-0.01241350534971222
-2.670652173912978e-07,0.005783362787813752,0.03223486038438916
-2.570652173912962e-07,0.005449368354135791,-0.008692808205185162
-2.470652173913013e-07,0.006785346088848848,0.03223486038437055
-2.370652173912997e-07,0.005449368354135184,-0.004972111060695325
-2.270652173912981e-07,0.005783362787813752,-0.004972111060695325
-2.170652173912965e-07,0.004781379486778049,0.02851416323988071
-2.070652173913017e-07,0.005449368354134881,-0.008692808205186857
-1.970652173913001e-07,0.006785346088849456,0.01735207180635537
-1.870652173912985e-07,0.005783362787813752,0.006189980372830022
-1.770652173912969e-07,0.004781379486778049,-0.01241350534971222
-1.670652173913021e-07,0.006451351655170129,0.009910677517328319
-1.570652173913005e-07,0.003779396185742345,-0.03473768821676292
-1.470652173912989e-07,0.005783362787813752,0.03595555752889761
-1.370652173912973e-07,0.004113390619420913,-0.01613420249422067
